description,description_link,country,project_title,notice_type,language,publish_date,project_link,project_id,status,team_leader,borrower,implementing_agency,total_project_cost,commitment_amount,closing_date
"Adquirir 3 notebooks contendo mouse, teclado, fone e mochila para atendimento à Unidade de Coordenação do Projeto no MMA, PA-MMA-A20.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353115,Brazil,Amazon Sustainable Landscapes Project - P158000,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P158000,P158000,Active,Maria Lange,"Fundação Getúlio Vargas - FGV,Fundo Brasileiro de Biodiversidade - FUNBIO,Conservação Internacional - CI Brazil","Fundação Getulio Vargas,Ministry of Environment and Climate Change - MMA",US$ 60.33 million,US$ 60.33 million,"December 31, 2026"
"Adquirir 3 notebooks contendo mouse, teclado, fone e mochila para atendimento à Unidade de Coordenação do Projeto no MMA, PA-MMA-A20.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353116,Brazil,Amazon Sustainable Landscapes Project - P158000,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P158000,P158000,Active,Maria Lange,"Fundação Getúlio Vargas - FGV,Fundo Brasileiro de Biodiversidade - FUNBIO,Conservação Internacional - CI Brazil","Fundação Getulio Vargas,Ministry of Environment and Climate Change - MMA",US$ 60.33 million,US$ 60.33 million,"December 31, 2026"
CONSTRUCCIÓN PUENTE VEHICULAR CHULLKUMAYU - D6 (COLOMI) UOD COCHABAMBA - PAR III,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353117,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
"QC Testing Equipment Package 3 lots: Universal Testing Machine, CBR Machine; New Bitumen Lab Equipment",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353118,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
"Provision of general merchandise items for women and youth members in Barangay Sapad and Minabay, Camp Abubakar.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353119,Philippines,Bangsamoro Camps Transformation Project - P180320,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180320,P180320,Active,"Paul Adolfo , Ditte Fallesen",Community and Family Services International Inc.,Community and Family Services International,US$ 4.00 million,US$ 4.00 million,"June 30, 2025"
PROP Safeguard and Communication Officer,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353122,Kiribati,Kiribati: Pacific Islands Regional Oceanscape Program - P165821,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P165821,P165821,Active,"Iretomiwa Olatunji , Xavier Vincent, Aimee Hall",Republic of Kiribati,Ministry of Fisheries and Marine Resources Development,US$ 19.50 million,US$ 19.50 million,"June 30, 2026"
Statistical Consultant,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00325501,Turkiye,Türkiye Earthquake Recovery and Reconstruction Project - P180849,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180849,P180849,Active,"Bontje Zaengerling , Sema Sumer, Salih Erdurmus",Republic of Türkiye,"Ministry of Environment, Urbanization, and Climate Change,Ministry of Health,Iller Bankasi Anonim Sirketi",US$ 1000.00 million,US$ 1000.00 million,"June 30, 2028"
Software Development Consultant,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00346961,Turkiye,Türkiye Earthquake Recovery and Reconstruction Project - P180849,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180849,P180849,Active,"Bontje Zaengerling , Sema Sumer, Salih Erdurmus",Republic of Türkiye,"Ministry of Environment, Urbanization, and Climate Change,Ministry of Health,Iller Bankasi Anonim Sirketi",US$ 1000.00 million,US$ 1000.00 million,"June 30, 2028"
"Procurement of 3no Cargo Tri-cycle, fodder choppers and crop residue crushers and provision of feed inputs, Medicaments, etc for ruminant animals transportation at Wurno, Shagari and Binji LGA",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00349255,Nigeria,Livestock Productivity and Resilience Support Project - P160865,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P160865,P160865,Active,"Manievel Sene , Hira Channa, Chidozie Anyiro",Federal Republic of Nigeria,Federal Ministry of Agriculture and Rural Development,US$ 500.00 million,US$ 500.00 million,"March 31, 2028"
Community Liaison Officer 1 (PMU-based),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352852,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
"Achat de 20 000 sacs de 25 kg de riz, 20 000 sacs de 25 kg de la farine ,20 000 sacs de 25 kg du sucre et 6667 cartons de l'huile alimentaire",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352860,Djibouti,Social Protection Emergency Crisis Response Project - P178992,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178992,P178992,Active,Alex Kamurase,Djibouti,Ministry of Social Affairs and Solidarity,US$ 30.00 million,US$ 30.00 million,"September 30, 2025"
Acquisition matériel de laboratoire pour les bénéficiaires de Jendouba,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352861,Tunisia,Support to Economic Recovery and Job Creation in the Agri-Food Sector and Rural Space - P174017,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P174017,P174017,Active,"Yosra Bouaziz Ep Derbel , Christian Berger",Union Tunisienne de Solidarité Sociale,Union Tunisienne de Solidarité Sociale,US$ 1.00 million,US$ 1.00 million,"December 31, 2026"
Recruitment of a Project Accountant (Labor Employment),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352867,Western and Central Africa,Digital Transformation for Africa/ Western Africa Regional Digital Integration Program SOP1 - P176932,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P176932,P176932,Active,"Rocio Sanchez Vigueras , Rafael Pardo Ostos, Camila Mejia Giraldo, Eric Dunand","Islamic Republic of Mauritania,African Union (AU),The Economic Community of West African States (ECOWAS),Smart Africa Alliance,Republic of Guinea,Republic of The Gambia,Republic of Guinea-Bissau","The Economic Community of West African States (ECOWAS),Secretária de Estado das Telecomunicações e Economia Digital (Guinea-Bissau),Ministere de la Transition Numerique de l'Innovation et de la Modernisation de l'Administration (Mauritania),Smart Africa Alliance,Ministère de la Poste des Télécommunications et de l’Economie Numérique (MPTEN) (Guinea),African Union,Ministry of Communications and Digital Economy (The Gambia)",US$ 178.60 million,US$ 266.50 million,"December 29, 2028"
Front Office setting,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352878,Bangladesh,Local Government COVID-19 Response & Recovery Project - P174937,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P174937,P174937,Active,"Mansha Chen , Kwabena Amankwah-Ayeh",People's Republic of Bangladesh,"Local Government Engineering Department, Ministry of Local Government, Rural Development and Coopera",US$ 301.33 million,US$ 300.00 million,"December 31, 2025"
Hiring of Office Vehicles for PIU,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352879,Bangladesh,Learning Acceleration in Secondary Education Operation - P178487,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178487,P178487,Active,T. Asaduzzaman,PEOPLE’S REPUBLIC OF BANGLADESH,Directorate of Secondary & Higher Education,US$ 4950.00 million,US$ 300.00 million,"December 31, 2028"
Procurement of veterinary and Lab Equipment for three woredas of 1) Gorche woreda 2) Malga woreda and 3) Wondo Genet woredas,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352880,Eastern and Southern Africa,Food Systems Resilience Program for Eastern and Southern Africa - P178566,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178566,P178566,Active,"Elliot Mghenyi , Stephen D'Alessandro, Timothy Robertson, Laura Bonzanigo, Karishma Wasti","Intergovernmental Authority on Development (IGAD),Federal Democratic Republic of Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),Republic of Madagascar","Ministry of Agriculture, Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),IGAD Agriculture and Environmental Division,Ministry of Agriculture and Livestock, Madagascar",US$ 873.60 million,US$ 873.60 million,"June 29, 2029"
"Achat de 20 000 sacs de 25 kg de riz, 20 000 sacs de 25 kg de la farine ,20 000 sacs de 25 kg du sucre et 6667 cartons de l'huile alimentaire",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352887,Djibouti,Social Protection Emergency Crisis Response Project - P178992,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178992,P178992,Active,Alex Kamurase,Djibouti,Ministry of Social Affairs and Solidarity,US$ 30.00 million,US$ 30.00 million,"September 30, 2025"
"Selection of Consulting Firm to conduct Tracer Study for Pakistani Startups Graduated from Academic Incubators at HEIs of Pakistan (Facilitated through ORICs, BICs and ISF Program)",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352888,Pakistan,Higher Education Development in Pakistan - P161386,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P161386,P161386,Active,Inga Afanasieva,Islamic Republic of Pakistan,Higher Education Commission,US$ 2437.60 million,US$ 400.00 million,"June 30, 2025"
"Achat de 20 000 sacs de 25 kg de riz, 20 000 sacs de 25 kg de la farine ,20 000 sacs de 25 kg du sucre et 6667 cartons de l'huile alimentaire",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352889,Djibouti,Social Protection Emergency Crisis Response Project - P178992,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178992,P178992,Active,Alex Kamurase,Djibouti,Ministry of Social Affairs and Solidarity,US$ 30.00 million,US$ 30.00 million,"September 30, 2025"
Construction of Public Toilets and Fecal Sludge Management (FSM) at Porshuram Pourashava,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352890,Bangladesh,Bangladesh Municipal Water Supply and Sanitation Project - P161227,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P161227,P161227,Active,"Arif Ahamed , Aroha Bahuguna",People's Republic of Bangladesh,Department of Public Health Engineering,US$ 209.53 million,US$ 200.00 million,"December 31, 2025"
Supply & Installation of Office Machinery (Air Coolers),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352892,Bangladesh,Local Government COVID-19 Response & Recovery Project - P174937,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P174937,P174937,Active,"Mansha Chen , Kwabena Amankwah-Ayeh",People's Republic of Bangladesh,"Local Government Engineering Department, Ministry of Local Government, Rural Development and Coopera",US$ 301.33 million,US$ 300.00 million,"December 31, 2025"
Supply & installation AC,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352893,Bangladesh,Local Government COVID-19 Response & Recovery Project - P174937,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P174937,P174937,Active,"Mansha Chen , Kwabena Amankwah-Ayeh",People's Republic of Bangladesh,"Local Government Engineering Department, Ministry of Local Government, Rural Development and Coopera",US$ 301.33 million,US$ 300.00 million,"December 31, 2025"
Selection of Financial Management Specialist,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352894,Pakistan,Higher Education Development in Pakistan - P161386,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P161386,P161386,Active,Inga Afanasieva,Islamic Republic of Pakistan,Higher Education Commission,US$ 2437.60 million,US$ 400.00 million,"June 30, 2025"
Hiring of Internal Audit Firm for a period of three years,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00352895,India,Assam Integrated River Basin Management Program - P174593,Contract Award,English,"April 20, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P174593,P174593,Active,"Greg Browder , Anup Karanth, Yukio Tanaka",India,"Assam State Disaster Management Authority,Government of Assam, Water Resources Department,Flood and River Erosion Management Agency of Assam",US$ 135.00 million,US$ 108.00 million,"July 31, 2027"
